Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,5,0,-86398.64415,33599.04372
0.5,5.597091e-14,25.0,5,0,-86398.64415,33599.04372
1.0,1.3514419e-13,25.0,5,0,-86398.64415,33599.04372
1.5,8.588989000000001e-14,25.0,5,0,-86398.64415,33599.04372
2.0,9.260639e-14,25.0,5,0,-86398.64415,33599.04372
2.5,1.2313599e-13,25.0,5,0,-86398.64415,33599.04372
3.0,1.0685349000000001e-13,25.0,5,0,-86398.64415,33599.04372
3.5,1.1377359e-13,25.0,5,0,-86398.64415,33599.04372
4.0,1.5793979e-13,25.0,5,0,-86398.64415,33599.04372
4.5,2.3406019000000004e-13,25.0,5,0,-86398.64415,33599.04372
5.0,2.1798128999999998e-13,25.0,5,0,-86398.64415,33599.04372
5.5,2.3304249000000003e-13,25.0,5,0,-86398.64415,33599.04372
6.0,2.3833429000000003e-13,25.0,5,0,-86398.64415,33599.04372
6.5,2.5278499000000003e-13,25.0,5,0,-86398.64415,33599.04372
7.0,2.3629889e-13,25.0,5,0,-86398.64415,33599.04372
7.5,2.4342259e-13,25.0,5,0,-86398.64415,33599.04372
8.0,2.5543099000000004e-13,25.0,5,0,-86398.64415,33599.04372
8.5,2.2632599e-13,25.0,5,0,-86398.64415,33599.04372
9.0,2.6479339e-13,25.0,5,0,-86398.64415,33599.04372
9.5,2.2001669e-13,25.0,5,0,-86398.64415,33599.04372
10.0,2.2836138999999996e-13,25.0,5,0,-86398.64415,33599.04372
10.5,2.9511939000000003e-13,25.0,5,0,-86398.64415,33599.04372
11.0,3.1282649e-13,25.0,5,0,-86398.64415,33599.04372
11.5,2.2022009e-13,25.0,5,0,-86398.64415,33599.04372
12.0,2.7476629000000005e-13,25.0,5,0,-86398.64415,33599.04372
12.5,2.9043809000000005e-13,25.0,5,0,-86398.64415,33599.04372
13.0,3.2402069e-13,25.0,5,0,-86398.64415,33599.04372
13.5,3.4518799000000004e-13,25.0,5,0,-86398.64415,33599.04372
14.0,3.3806429000000005e-13,25.0,5,0,-86398.64415,33599.04372
14.5,3.7429248999999996e-13,25.0,5,0,-86398.64415,33599.04372
15.0,3.4661249e-13,25.0,5,0,-86398.64415,33599.04372
15.5,3.7612458999999996e-13,25.0,5,0,-86398.64415,33599.04372
16.0,4.4145789000000003e-13,25.0,5,0,-86398.64415,33599.04372
16.5,3.5332919000000003e-13,25.0,5,0,-86398.64415,33599.04372
17.0,3.8853979e-13,25.0,5,0,-86398.64415,33599.04372
17.5,4.3759069000000007e-13,25.0,5,0,-86398.64415,33599.04372
18.0,4.1601639000000003e-13,25.0,5,0,-86398.64415,33599.04372
18.5,4.4044019e-13,25.0,5,0,-86398.64415,33599.04372
19.0,4.705625900000001e-13,25.0,5,0,-86398.64415,33599.04372
19.5,4.9396859e-13,25.0,5,0,-86398.64415,33599.04372
20.0,4.3982959000000004e-13,25.0,5,0,-86398.64415,33599.04372
20.5,5.2470209e-13,25.0,5,0,-86398.64415,33599.04372
21.0,5.2653349e-13,25.0,5,0,-86398.64415,33599.04372
21.5,5.1940999e-13,25.0,5,0,-86398.64415,33599.04372
22.0,5.7985839e-13,25.0,5,0,-86398.64415,33599.04372
22.5,6.0204359e-13,25.0,5,0,-86398.64415,33599.04372
23.0,6.3969669e-13,25.0,5,0,-86398.64415,33599.04372
23.5,6.6696979e-13,25.0,5,0,-86398.64415,33599.04372
24.0,6.472269900000001e-13,25.0,5,0,-86398.64415,33599.04372
24.5,7.209051900000001e-13,25.0,5,0,-86398.64415,33599.04372
25.0,7.1846289e-13,25.0,5,0,-86398.64415,33599.04372
25.5,7.9071639e-13,25.0,5,0,-86398.64415,33599.04372
26.0,8.403777900000001e-13,25.0,5,0,-86398.64415,33599.04372
26.5,8.6948239e-13,25.0,5,0,-86398.64415,33599.04372
27.0,9.1018849e-13,25.0,5,0,-86398.64415,33599.04372
27.5,9.2138289e-13,25.0,5,0,-86398.64415,33599.04372
28.0,9.7287599e-13,25.0,5,0,-86398.64415,33599.04372
28.5,1.00259199e-12,25.0,5,0,-86398.64415,33599.04372
29.0,1.09499499e-12,25.0,5,0,-86398.64415,33599.04372
29.5,1.13264799e-12,25.0,5,0,-86398.64415,33599.04372
30.0,1.21528099e-12,25.0,5,0,-86398.64415,33599.04372
30.5,1.24235099e-12,25.0,5,0,-86398.64415,33599.04372
31.0,1.27552599e-12,25.0,5,0,-86398.64415,33599.04372
31.5,1.40802399e-12,25.0,5,0,-86398.64415,33599.04372
32.0,1.46989799e-12,25.0,5,0,-86398.64415,33599.04372
32.5,1.55965499e-12,25.0,5,0,-86398.64415,33599.04372
33.0,1.64249199e-12,25.0,5,0,-86398.64415,33599.04372
33.5,1.75015999e-12,25.0,5,0,-86398.64415,33599.04372
34.0,1.8844899899999997e-12,25.0,5,0,-86398.64415,33599.04372
34.5,2.0218729899999998e-12,25.0,5,0,-86398.64415,33599.04372
35.0,2.18449399e-12,25.0,5,0,-86398.64415,33599.04372
35.5,2.32330199e-12,25.0,5,0,-86398.64415,33599.04372
36.0,2.52316799e-12,25.0,5,0,-86398.64415,33599.04372
36.5,2.71285899e-12,25.0,5,0,-86398.64415,33599.04372
37.0,2.97256399e-12,25.0,5,0,-86398.64415,33599.04372
37.5,3.24427799e-12,25.0,5,0,-86398.64415,33599.04372
38.0,3.58315599e-12,25.0,5,0,-86398.64415,33599.04372
38.5,3.92142599e-12,25.0,5,0,-86398.64415,33599.04372
39.0,4.27169899e-12,25.0,5,0,-86398.64415,33599.04372
39.5,4.8812729899999995e-12,25.0,5,0,-86398.64415,33599.04372
40.0,5.44810699e-12,25.0,5,0,-86398.64415,33599.04372
40.5,6.26406099e-12,25.0,5,0,-86398.64415,33599.04372
41.0,7.23286899e-12,25.0,5,0,-86398.64415,33599.04372
41.5,8.56294099e-12,25.0,5,0,-86398.64415,33599.04372
42.0,1.039573799e-11,25.0,5,0,-86398.64415,33599.04372
42.5,1.2872497990000001e-11,25.0,5,0,-86398.64415,33599.04372
43.0,1.697749799e-11,25.0,5,0,-86398.64415,33599.04372
43.5,2.487550799e-11,25.0,5,0,-86398.64415,33599.04372
44.0,4.6266567989999996e-11,25.0,5,0,-86398.64415,33599.04372
44.5,2.0816930799e-10,25.0,5,0,-86398.64415,33599.04372
45.0,6.50945410799e-09,25.0,5,0,-86398.64415,33599.04372
45.5,7.176150601079899e-07,25.0,5,0,-86398.64415,33599.04372
46.0,8.35921096010799e-06,25.0,5,0,-86398.64415,33599.04372
46.5,2.396951996010799e-05,25.0,5,0,-86398.64415,33599.04372
47.0,5.9304049960107984e-05,25.0,5,0,-86398.64415,33599.04372
47.5,9.153523996010799e-05,25.0,5,0,-86398.64415,33599.04372
48.0,0.00012037469996010799,25.0,5,0,-86398.64415,33599.04372
48.5,0.000149360799960108,25.0,5,0,-86398.64415,33599.04372
49.0,0.000179060199960108,25.0,5,0,-86398.64415,33599.04372
49.5,0.000208940699960108,25.0,5,0,-86398.64415,33599.04372
50.0,0.000239795999960108,25.0,5,0,-86398.64415,33599.04372
