Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,5,2,-88798.64415,33596.90826
0.5,-1.93355e-14,25.0,5,2,-88798.64415,33596.90826
1.0,8.14119999999999e-15,25.0,5,2,-88798.64415,33596.90826
1.5,-4.477700000000007e-15,25.0,5,2,-88798.64415,33596.90826
2.0,3.5210599999999976e-14,25.0,5,2,-88798.64415,33596.90826
2.5,7.062499999999999e-14,25.0,5,2,-88798.64415,33596.90826
3.0,4.2130799999999975e-14,25.0,5,2,-88798.64415,33596.90826
3.5,5.617439999999999e-14,25.0,5,2,-88798.64415,33596.90826
4.0,8.670399999999999e-14,25.0,5,2,-88798.64415,33596.90826
4.5,7.30674e-14,25.0,5,2,-88798.64415,33596.90826
5.0,9.342039999999997e-14,25.0,5,2,-88798.64415,33596.90826
5.5,7.347439999999998e-14,25.0,5,2,-88798.64415,33596.90826
6.0,1.0115469999999999e-13,25.0,5,2,-88798.64415,33596.90826
6.5,1.0034040000000001e-13,25.0,5,2,-88798.64415,33596.90826
7.0,8.22263e-14,25.0,5,2,-88798.64415,33596.90826
7.5,8.05979e-14,25.0,5,2,-88798.64415,33596.90826
8.0,7.225329999999998e-14,25.0,5,2,-88798.64415,33596.90826
8.5,1.0583590000000001e-13,25.0,5,2,-88798.64415,33596.90826
9.0,1.5916079999999998e-13,25.0,5,2,-88798.64415,33596.90826
9.5,1.670986e-13,25.0,5,2,-88798.64415,33596.90826
10.0,1.7279739999999997e-13,25.0,5,2,-88798.64415,33596.90826
10.5,1.361619e-13,25.0,5,2,-88798.64415,33596.90826
11.0,2.0963639999999997e-13,25.0,5,2,-88798.64415,33596.90826
11.5,1.915222e-13,25.0,5,2,-88798.64415,33596.90826
12.0,1.048182e-13,25.0,5,2,-88798.64415,33596.90826
12.5,2.334495e-13,25.0,5,2,-88798.64415,33596.90826
13.0,2.306001e-13,25.0,5,2,-88798.64415,33596.90826
13.5,2.151317e-13,25.0,5,2,-88798.64415,33596.90826
14.0,2.2815760000000004e-13,25.0,5,2,-88798.64415,33596.90826
14.5,2.4810370000000004e-13,25.0,5,2,-88798.64415,33596.90826
15.0,2.5563429999999995e-13,25.0,5,2,-88798.64415,33596.90826
15.5,2.6255420000000003e-13,25.0,5,2,-88798.64415,33596.90826
16.0,2.2632589999999999e-13,25.0,5,2,-88798.64415,33596.90826
16.5,2.80058e-13,25.0,5,2,-88798.64415,33596.90826
17.0,2.7130630000000007e-13,25.0,5,2,-88798.64415,33596.90826
17.5,2.7944750000000006e-13,25.0,5,2,-88798.64415,33596.90826
18.0,3.3623240000000004e-13,25.0,5,2,-88798.64415,33596.90826
18.5,3.3419720000000003e-13,25.0,5,2,-88798.64415,33596.90826
19.0,3.5821370000000006e-13,25.0,5,2,-88798.64415,33596.90826
19.5,3.276841e-13,25.0,5,2,-88798.64415,33596.90826
20.0,3.895574e-13,25.0,5,2,-88798.64415,33596.90826
20.5,4.0848570000000005e-13,25.0,5,2,-88798.64415,33596.90826
21.0,4.2395409999999997e-13,25.0,5,2,-88798.64415,33596.90826
21.5,4.79111e-13,25.0,5,2,-88798.64415,33596.90826
22.0,4.465461e-13,25.0,5,2,-88798.64415,33596.90826
22.5,4.868451e-13,25.0,5,2,-88798.64415,33596.90826
23.0,5.617445000000001e-13,25.0,5,2,-88798.64415,33596.90826
23.5,5.525856000000001e-13,25.0,5,2,-88798.64415,33596.90826
24.0,5.796548e-13,25.0,5,2,-88798.64415,33596.90826
24.5,6.358295e-13,25.0,5,2,-88798.64415,33596.90826
25.0,6.608637e-13,25.0,5,2,-88798.64415,33596.90826
25.5,6.873226e-13,25.0,5,2,-88798.64415,33596.90826
26.0,7.430903e-13,25.0,5,2,-88798.64415,33596.90826
26.5,7.534704e-13,25.0,5,2,-88798.64415,33596.90826
27.0,7.780972000000001e-13,25.0,5,2,-88798.64415,33596.90826
27.5,8.711114000000001e-13,25.0,5,2,-88798.64415,33596.90826
28.0,8.886144000000001e-13,25.0,5,2,-88798.64415,33596.90826
28.5,8.945164000000001e-13,25.0,5,2,-88798.64415,33596.90826
29.0,1.0579524e-12,25.0,5,2,-88798.64415,33596.90826
29.5,1.0695534e-12,25.0,5,2,-88798.64415,33596.90826
30.0,1.1108694e-12,25.0,5,2,-88798.64415,33596.90826
30.5,1.1670444e-12,25.0,5,2,-88798.64415,33596.90826
31.0,1.2254574e-12,25.0,5,2,-88798.64415,33596.90826
31.5,1.3634514e-12,25.0,5,2,-88798.64415,33596.90826
32.0,1.4230854e-12,25.0,5,2,-88798.64415,33596.90826
32.5,1.5561954e-12,25.0,5,2,-88798.64415,33596.90826
33.0,1.6807554000000002e-12,25.0,5,2,-88798.64415,33596.90826
33.5,1.7401863999999998e-12,25.0,5,2,-88798.64415,33596.90826
34.0,1.9341503999999996e-12,25.0,5,2,-88798.64415,33596.90826
34.5,2.0460924e-12,25.0,5,2,-88798.64415,33596.90826
35.0,2.2302874e-12,25.0,5,2,-88798.64415,33596.90826
