Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,5,5,-87598.64415,34799.04372
0.5,-3.8874199999999966e-14,25.0,5,5,-87598.64415,34799.04372
1.0,-4.966139999999999e-14,25.0,5,5,-87598.64415,34799.04372
1.5,-4.070609999999998e-14,25.0,5,5,-87598.64415,34799.04372
2.0,2.0760100000000012e-14,25.0,5,5,-87598.64415,34799.04372
2.5,2.320250000000002e-14,25.0,5,5,-87598.64415,34799.04372
3.0,7.652750000000005e-14,25.0,5,5,-87598.64415,34799.04372
3.5,3.9077700000000006e-14,25.0,5,5,-87598.64415,34799.04372
4.0,4.1113200000000043e-14,25.0,5,5,-87598.64415,34799.04372
4.5,6.390860000000003e-14,25.0,5,5,-87598.64415,34799.04372
5.0,5.00685e-14,25.0,5,5,-87598.64415,34799.04372
5.5,5.800630000000001e-14,25.0,5,5,-87598.64415,34799.04372
6.0,5.190040000000004e-14,25.0,5,5,-87598.64415,34799.04372
6.5,7.347460000000002e-14,25.0,5,5,-87598.64415,34799.04372
7.0,1.0827830000000005e-13,25.0,5,5,-87598.64415,34799.04372
7.5,3.765310000000002e-14,25.0,5,5,-87598.64415,34799.04372
8.0,3.8874300000000023e-14,25.0,5,5,-87598.64415,34799.04372
8.5,1.2150780000000005e-13,25.0,5,5,-87598.64415,34799.04372
9.0,7.815580000000004e-14,25.0,5,5,-87598.64415,34799.04372
9.5,1.0970310000000005e-13,25.0,5,5,-87598.64415,34799.04372
10.0,1.3249840000000003e-13,25.0,5,5,-87598.64415,34799.04372
10.5,1.4715250000000001e-13,25.0,5,5,-87598.64415,34799.04372
11.0,1.6933740000000003e-13,25.0,5,5,-87598.64415,34799.04372
11.5,7.367810000000001e-14,25.0,5,5,-87598.64415,34799.04372
12.0,1.0481820000000002e-13,25.0,5,5,-87598.64415,34799.04372
12.5,1.5590440000000004e-13,25.0,5,5,-87598.64415,34799.04372
13.0,2.1452120000000007e-13,25.0,5,5,-87598.64415,34799.04372
13.5,1.5753270000000003e-13,25.0,5,5,-87598.64415,34799.04372
14.0,1.7381530000000002e-13,25.0,5,5,-87598.64415,34799.04372
14.5,1.7422220000000005e-13,25.0,5,5,-87598.64415,34799.04372
15.0,2.1065420000000002e-13,25.0,5,5,-87598.64415,34799.04372
15.5,2.1533540000000004e-13,25.0,5,5,-87598.64415,34799.04372
16.0,2.4667920000000006e-13,25.0,5,5,-87598.64415,34799.04372
16.5,1.8663760000000003e-13,25.0,5,5,-87598.64415,34799.04372
17.0,2.1879550000000006e-13,25.0,5,5,-87598.64415,34799.04372
17.5,2.6255460000000006e-13,25.0,5,5,-87598.64415,34799.04372
18.0,2.922698e-13,25.0,5,5,-87598.64415,34799.04372
18.5,2.8026170000000003e-13,25.0,5,5,-87598.64415,34799.04372
19.0,2.5339570000000005e-13,25.0,5,5,-87598.64415,34799.04372
19.5,2.794474e-13,25.0,5,5,-87598.64415,34799.04372
20.0,3.128265e-13,25.0,5,5,-87598.64415,34799.04372
20.5,3.000043e-13,25.0,5,5,-87598.64415,34799.04372
21.0,3.315512e-13,25.0,5,5,-87598.64415,34799.04372
21.5,3.6330220000000003e-13,25.0,5,5,-87598.64415,34799.04372
22.0,3.4701960000000004e-13,25.0,5,5,-87598.64415,34799.04372
22.5,3.889471e-13,25.0,5,5,-87598.64415,34799.04372
23.0,4.583509e-13,25.0,5,5,-87598.64415,34799.04372
23.5,4.768723e-13,25.0,5,5,-87598.64415,34799.04372
24.0,4.807392000000001e-13,25.0,5,5,-87598.64415,34799.04372
24.5,4.941723e-13,25.0,5,5,-87598.64415,34799.04372
25.0,5.279582e-13,25.0,5,5,-87598.64415,34799.04372
25.5,5.873894e-13,25.0,5,5,-87598.64415,34799.04372
26.0,5.786373e-13,25.0,5,5,-87598.64415,34799.04372
26.5,6.071317e-13,25.0,5,5,-87598.64415,34799.04372
27.0,6.590320000000001e-13,25.0,5,5,-87598.64415,34799.04372
27.5,6.820309999999999e-13,25.0,5,5,-87598.64415,34799.04372
28.0,7.408513000000001e-13,25.0,5,5,-87598.64415,34799.04372
28.5,7.728054000000001e-13,25.0,5,5,-87598.64415,34799.04372
29.0,8.206354000000001e-13,25.0,5,5,-87598.64415,34799.04372
29.5,9.061184e-13,25.0,5,5,-87598.64415,34799.04372
30.0,9.614784e-13,25.0,5,5,-87598.64415,34799.04372
30.5,9.877344e-13,25.0,5,5,-87598.64415,34799.04372
31.0,1.0308824e-12,25.0,5,5,-87598.64415,34799.04372
31.5,1.1428243999999999e-12,25.0,5,5,-87598.64415,34799.04372
32.0,1.2028664e-12,25.0,5,5,-87598.64415,34799.04372
32.5,1.2806143999999998e-12,25.0,5,5,-87598.64415,34799.04372
33.0,1.3449294e-12,25.0,5,5,-87598.64415,34799.04372
33.5,1.4796674e-12,25.0,5,5,-87598.64415,34799.04372
34.0,1.5492744e-12,25.0,5,5,-87598.64415,34799.04372
34.5,1.6864534000000003e-12,25.0,5,5,-87598.64415,34799.04372
35.0,1.8095904e-12,25.0,5,5,-87598.64415,34799.04372
35.5,1.9872724e-12,25.0,5,5,-87598.64415,34799.04372
36.0,2.1745204e-12,25.0,5,5,-87598.64415,34799.04372
36.5,2.3198424e-12,25.0,5,5,-87598.64415,34799.04372
37.0,2.5235754000000002e-12,25.0,5,5,-87598.64415,34799.04372
37.5,2.7195754e-12,25.0,5,5,-87598.64415,34799.04372
38.0,3.0140844e-12,25.0,5,5,-87598.64415,34799.04372
38.5,3.3374944000000003e-12,25.0,5,5,-87598.64415,34799.04372
39.0,3.6936724e-12,25.0,5,5,-87598.64415,34799.04372
39.5,4.1133533999999996e-12,25.0,5,5,-87598.64415,34799.04372
40.0,4.6753023999999994e-12,25.0,5,5,-87598.64415,34799.04372
40.5,5.3652704e-12,25.0,5,5,-87598.64415,34799.04372
41.0,6.1293233999999995e-12,25.0,5,5,-87598.64415,34799.04372
41.5,7.2062044e-12,25.0,5,5,-87598.64415,34799.04372
42.0,8.5855274e-12,25.0,5,5,-87598.64415,34799.04372
42.5,1.05276174e-11,25.0,5,5,-87598.64415,34799.04372
43.0,1.35054774e-11,25.0,5,5,-87598.64415,34799.04372
43.5,1.85465174e-11,25.0,5,5,-87598.64415,34799.04372
44.0,2.89247374e-11,25.0,5,5,-87598.64415,34799.04372
44.5,6.15360374e-11,25.0,5,5,-87598.64415,34799.04372
45.0,3.644497974e-10,25.0,5,5,-87598.64415,34799.04372
45.5,3.05271661974e-08,25.0,5,5,-87598.64415,34799.04372
46.0,1.3561077461974e-06,25.0,5,5,-87598.64415,34799.04372
46.5,1.44347597461974e-05,25.0,5,5,-87598.64415,34799.04372
47.0,4.26326297461974e-05,25.0,5,5,-87598.64415,34799.04372
47.5,7.913572974619741e-05,25.0,5,5,-87598.64415,34799.04372
48.0,0.0001070791997461974,25.0,5,5,-87598.64415,34799.04372
48.5,0.0001354853997461974,25.0,5,5,-87598.64415,34799.04372
49.0,0.00016385989974619742,25.0,5,5,-87598.64415,34799.04372
49.5,0.0001947840997461974,25.0,5,5,-87598.64415,34799.04372
50.0,0.0002232979997461974,25.0,5,5,-87598.64415,34799.04372
