Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,20,0,-9599.84935,100797.13116
0.5,9.362404e-14,25.0,20,0,-9599.84935,100797.13116
1.0,7.469573e-14,25.0,20,0,-9599.84935,100797.13116
1.5,7.571337e-14,25.0,20,0,-9599.84935,100797.13116
2.0,9.504884e-14,25.0,20,0,-9599.84935,100797.13116
2.5,7.85628e-14,25.0,20,0,-9599.84935,100797.13116
3.0,5.149323e-14,25.0,20,0,-9599.84935,100797.13116
3.5,1.2313594000000002e-13,25.0,20,0,-9599.84935,100797.13116
4.0,1.3962194000000002e-13,25.0,20,0,-9599.84935,100797.13116
4.5,1.1519824000000002e-13,25.0,20,0,-9599.84935,100797.13116
5.0,1.4430314000000002e-13,25.0,20,0,-9599.84935,100797.13116
5.5,1.3921484e-13,25.0,20,0,-9599.84935,100797.13116
6.0,1.0624294e-13,25.0,20,0,-9599.84935,100797.13116
6.5,1.0603944000000001e-13,25.0,20,0,-9599.84935,100797.13116
7.0,1.5997504e-13,25.0,20,0,-9599.84935,100797.13116
7.5,2.0332704e-13,25.0,20,0,-9599.84935,100797.13116
8.0,2.0882234000000002e-13,25.0,20,0,-9599.84935,100797.13116
8.5,1.5305484e-13,25.0,20,0,-9599.84935,100797.13116
9.0,1.6913394e-13,25.0,20,0,-9599.84935,100797.13116
9.5,1.4328544e-13,25.0,20,0,-9599.84935,100797.13116
10.0,1.6689504e-13,25.0,20,0,-9599.84935,100797.13116
10.5,1.6974444e-13,25.0,20,0,-9599.84935,100797.13116
11.0,2.1146824000000002e-13,25.0,20,0,-9599.84935,100797.13116
11.5,1.6221384000000001e-13,25.0,20,0,-9599.84935,100797.13116
12.0,2.0108814e-13,25.0,20,0,-9599.84935,100797.13116
12.5,1.9192924e-13,25.0,20,0,-9599.84935,100797.13116
13.0,2.3955544e-13,25.0,20,0,-9599.84935,100797.13116
13.5,2.2897184e-13,25.0,20,0,-9599.84935,100797.13116
14.0,2.0027404000000002e-13,25.0,20,0,-9599.84935,100797.13116
14.5,2.9918984e-13,25.0,20,0,-9599.84935,100797.13116
15.0,2.2693654000000003e-13,25.0,20,0,-9599.84935,100797.13116
15.5,2.7741204e-13,25.0,20,0,-9599.84935,100797.13116
16.0,2.8148274e-13,25.0,20,0,-9599.84935,100797.13116
16.5,3.0855234e-13,25.0,20,0,-9599.84935,100797.13116
17.0,2.5013904e-13,25.0,20,0,-9599.84935,100797.13116
