Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,34,7,-3600.0,177594.97953
0.5,9.158879999999999e-15,25.0,34,7,-3600.0,177594.97953
1.0,7.449217999999999e-14,25.0,34,7,-3600.0,177594.97953
1.5,5.698857e-14,25.0,34,7,-3600.0,177594.97953
2.0,5.55638e-14,25.0,34,7,-3600.0,177594.97953
2.5,8.181926999999999e-14,25.0,34,7,-3600.0,177594.97953
3.0,6.675798999999999e-14,25.0,34,7,-3600.0,177594.97953
3.5,9.240291e-14,25.0,34,7,-3600.0,177594.97953
4.0,1.0156170999999999e-13,25.0,34,7,-3600.0,177594.97953
4.5,1.2395001e-13,25.0,34,7,-3600.0,177594.97953
5.0,1.1357000999999999e-13,25.0,34,7,-3600.0,177594.97953
5.5,7.815571e-14,25.0,34,7,-3600.0,177594.97953
6.0,1.1723361000000002e-13,25.0,34,7,-3600.0,177594.97953
6.5,1.3494071000000001e-13,25.0,34,7,-3600.0,177594.97953
7.0,1.1967591000000002e-13,25.0,34,7,-3600.0,177594.97953
7.5,9.626991e-14,25.0,34,7,-3600.0,177594.97953
8.0,1.1173830999999999e-13,25.0,34,7,-3600.0,177594.97953
8.5,1.4145371000000002e-13,25.0,34,7,-3600.0,177594.97953
9.0,1.2985251e-13,25.0,34,7,-3600.0,177594.97953
9.5,8.202277e-14,25.0,34,7,-3600.0,177594.97953
10.0,9.423461e-14,25.0,34,7,-3600.0,177594.97953
10.5,1.4348901000000002e-13,25.0,34,7,-3600.0,177594.97953
11.0,1.7259381e-13,25.0,34,7,-3600.0,177594.97953
11.5,1.7768221e-13,25.0,34,7,-3600.0,177594.97953
12.0,1.9213281e-13,25.0,34,7,-3600.0,177594.97953
12.5,1.6404561000000001e-13,25.0,34,7,-3600.0,177594.97953
13.0,2.0983991000000002e-13,25.0,34,7,-3600.0,177594.97953
13.5,2.0658351e-13,25.0,34,7,-3600.0,177594.97953
14.0,1.1825121e-13,25.0,34,7,-3600.0,177594.97953
14.5,2.0536231000000002e-13,25.0,34,7,-3600.0,177594.97953
15.0,1.7157621e-13,25.0,34,7,-3600.0,177594.97953
15.5,2.0434471000000001e-13,25.0,34,7,-3600.0,177594.97953
16.0,2.0353051000000001e-13,25.0,34,7,-3600.0,177594.97953
16.5,2.1167181e-13,25.0,34,7,-3600.0,177594.97953
17.0,2.1268941000000002e-13,25.0,34,7,-3600.0,177594.97953
17.5,2.5156361e-13,25.0,34,7,-3600.0,177594.97953
18.0,2.6520021e-13,25.0,34,7,-3600.0,177594.97953
18.5,2.2449411000000002e-13,25.0,34,7,-3600.0,177594.97953
19.0,2.6438611e-13,25.0,34,7,-3600.0,177594.97953
19.5,2.4525421000000003e-13,25.0,34,7,-3600.0,177594.97953
20.0,2.6988141e-13,25.0,34,7,-3600.0,177594.97953
20.5,3.0692401e-13,25.0,34,7,-3600.0,177594.97953
21.0,3.3236531000000003e-13,25.0,34,7,-3600.0,177594.97953
21.5,2.9308401e-13,25.0,34,7,-3600.0,177594.97953
22.0,3.3663941e-13,25.0,34,7,-3600.0,177594.97953
22.5,3.1954291e-13,25.0,34,7,-3600.0,177594.97953
23.0,3.3521471e-13,25.0,34,7,-3600.0,177594.97953
23.5,3.5943491e-13,25.0,34,7,-3600.0,177594.97953
24.0,3.9729151e-13,25.0,34,7,-3600.0,177594.97953
24.5,4.2334341e-13,25.0,34,7,-3600.0,177594.97953
25.0,4.1357411e-13,25.0,34,7,-3600.0,177594.97953
25.5,4.620142100000001e-13,25.0,34,7,-3600.0,177594.97953
26.0,4.4776721e-13,25.0,34,7,-3600.0,177594.97953
26.5,4.988532100000001e-13,25.0,34,7,-3600.0,177594.97953
27.0,5.6235491e-13,25.0,34,7,-3600.0,177594.97953
27.5,6.0489271e-13,25.0,34,7,-3600.0,177594.97953
28.0,6.4580241e-13,25.0,34,7,-3600.0,177594.97953
28.5,6.1995391e-13,25.0,34,7,-3600.0,177594.97953
29.0,6.926143100000001e-13,25.0,34,7,-3600.0,177594.97953
29.5,6.8345561e-13,25.0,34,7,-3600.0,177594.97953
30.0,7.2802851e-13,25.0,34,7,-3600.0,177594.97953
30.5,7.4695691e-13,25.0,34,7,-3600.0,177594.97953
31.0,8.0129961e-13,25.0,34,7,-3600.0,177594.97953
31.5,8.7192501e-13,25.0,34,7,-3600.0,177594.97953
32.0,8.9472021e-13,25.0,34,7,-3600.0,177594.97953
32.5,9.1385241e-13,25.0,34,7,-3600.0,177594.97953
33.0,9.3278051e-13,25.0,34,7,-3600.0,177594.97953
33.5,1.09010981e-12,25.0,34,7,-3600.0,177594.97953
34.0,1.13895681e-12,25.0,34,7,-3600.0,177594.97953
34.5,1.19777781e-12,25.0,34,7,-3600.0,177594.97953
35.0,1.28509181e-12,25.0,34,7,-3600.0,177594.97953
35.5,1.39662681e-12,25.0,34,7,-3600.0,177594.97953
36.0,1.45422581e-12,25.0,34,7,-3600.0,177594.97953
36.5,1.59099881e-12,25.0,34,7,-3600.0,177594.97953
37.0,1.68991381e-12,25.0,34,7,-3600.0,177594.97953
37.5,1.92214281e-12,25.0,34,7,-3600.0,177594.97953
38.0,2.03774781e-12,25.0,34,7,-3600.0,177594.97953
38.5,2.21543081e-12,25.0,34,7,-3600.0,177594.97953
39.0,2.41712881e-12,25.0,34,7,-3600.0,177594.97953
39.5,2.68639981e-12,25.0,34,7,-3600.0,177594.97953
40.0,2.98599681e-12,25.0,34,7,-3600.0,177594.97953
40.5,3.30899881e-12,25.0,34,7,-3600.0,177594.97953
41.0,3.70832681e-12,25.0,34,7,-3600.0,177594.97953
41.5,4.26050381e-12,25.0,34,7,-3600.0,177594.97953
42.0,4.85074281e-12,25.0,34,7,-3600.0,177594.97953
42.5,5.69600681e-12,25.0,34,7,-3600.0,177594.97953
43.0,6.74215381e-12,25.0,34,7,-3600.0,177594.97953
