Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,12,4,0.0,68398.08744
0.5,4.803321e-14,25.0,12,4,0.0,68398.08744
1.0,9.586281000000001e-14,25.0,12,4,0.0,68398.08744
1.5,1.0054410999999999e-13,25.0,12,4,0.0,68398.08744
2.0,1.1560541e-13,25.0,12,4,0.0,68398.08744
2.5,1.0319000999999999e-13,25.0,12,4,0.0,68398.08744
3.0,1.2191471e-13,25.0,12,4,0.0,68398.08744
3.5,1.0502170999999999e-13,25.0,12,4,0.0,68398.08744
4.0,1.6547021e-13,25.0,12,4,0.0,68398.08744
4.5,1.2517131e-13,25.0,12,4,0.0,68398.08744
5.0,1.0705701000000001e-13,25.0,12,4,0.0,68398.08744
5.5,1.2171121000000002e-13,25.0,12,4,0.0,68398.08744
6.0,1.7951390999999997e-13,25.0,12,4,0.0,68398.08744
6.5,1.4471021e-13,25.0,12,4,0.0,68398.08744
7.0,1.1194171e-13,25.0,12,4,0.0,68398.08744
7.5,1.8745150999999997e-13,25.0,12,4,0.0,68398.08744
8.0,2.0800811e-13,25.0,12,4,0.0,68398.08744
8.5,1.3107361e-13,25.0,12,4,0.0,68398.08744
9.0,2.2429050999999997e-13,25.0,12,4,0.0,68398.08744
9.5,2.1207870999999998e-13,25.0,12,4,0.0,68398.08744
10.0,1.8154911e-13,25.0,12,4,0.0,68398.08744
10.5,2.1981291e-13,25.0,12,4,0.0,68398.08744
11.0,1.8806211e-13,25.0,12,4,0.0,68398.08744
11.5,2.3080350999999997e-13,25.0,12,4,0.0,68398.08744
12.0,2.2103401e-13,25.0,12,4,0.0,68398.08744
12.5,2.3121051e-13,25.0,12,4,0.0,68398.08744
13.0,2.0739750999999996e-13,25.0,12,4,0.0,68398.08744
13.5,2.3772351e-13,25.0,12,4,0.0,68398.08744
14.0,2.9450851e-13,25.0,12,4,0.0,68398.08744
14.5,2.5441300999999997e-13,25.0,12,4,0.0,68398.08744
15.0,2.9389790999999997e-13,25.0,12,4,0.0,68398.08744
15.5,2.9308371e-13,25.0,12,4,0.0,68398.08744
16.0,3.1608291e-13,25.0,12,4,0.0,68398.08744
16.5,2.9918970999999997e-13,25.0,12,4,0.0,68398.08744
17.0,2.5420961e-13,25.0,12,4,0.0,68398.08744
