Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,30,5,-87598.64415,143995.93581
0.5,-6.981095e-14,25.0,30,5,-87598.64415,143995.93581
1.0,-6.635092e-14,25.0,30,5,-87598.64415,143995.93581
1.5,-5.678499e-14,25.0,30,5,-87598.64415,143995.93581
2.0,6.309500000000002e-15,25.0,30,5,-87598.64415,143995.93581
2.5,3.0733099999999996e-14,25.0,30,5,-87598.64415,143995.93581
3.0,2.2388e-15,25.0,30,5,-87598.64415,143995.93581
3.5,5.0882600000000005e-14,25.0,30,5,-87598.64415,143995.93581
4.0,6.716500000000001e-14,25.0,30,5,-87598.64415,143995.93581
4.5,1.7300100000000007e-14,25.0,30,5,-87598.64415,143995.93581
5.0,3.3378999999999996e-14,25.0,30,5,-87598.64415,143995.93581
5.5,-4.579433e-14,25.0,30,5,-87598.64415,143995.93581
6.0,2.0352999999999974e-15,25.0,30,5,-87598.64415,143995.93581
6.5,1.1804799999999992e-14,25.0,30,5,-87598.64415,143995.93581
7.0,6.77757e-14,25.0,30,5,-87598.64415,143995.93581
7.5,6.655449999999999e-14,25.0,30,5,-87598.64415,143995.93581
8.0,6.350160000000001e-14,25.0,30,5,-87598.64415,143995.93581
8.5,9.769469999999999e-14,25.0,30,5,-87598.64415,143995.93581
9.0,5.25109e-14,25.0,30,5,-87598.64415,143995.93581
9.5,3.8467300000000006e-14,25.0,30,5,-87598.64415,143995.93581
10.0,1.0481820000000001e-13,25.0,30,5,-87598.64415,143995.93581
10.5,7.46957e-14,25.0,30,5,-87598.64415,143995.93581
11.0,1.379936e-13,25.0,30,5,-87598.64415,143995.93581
11.5,1.1804760000000001e-13,25.0,30,5,-87598.64415,143995.93581
12.0,1.147912e-13,25.0,30,5,-87598.64415,143995.93581
12.5,9.7084e-14,25.0,30,5,-87598.64415,143995.93581
13.0,1.3779010000000002e-13,25.0,30,5,-87598.64415,143995.93581
13.5,1.1804760000000001e-13,25.0,30,5,-87598.64415,143995.93581
14.0,1.491879e-13,25.0,30,5,-87598.64415,143995.93581
14.5,1.50409e-13,25.0,30,5,-87598.64415,143995.93581
15.0,1.1560540000000002e-13,25.0,30,5,-87598.64415,143995.93581
15.5,1.7442560000000003e-13,25.0,30,5,-87598.64415,143995.93581
16.0,1.7849620000000002e-13,25.0,30,5,-87598.64415,143995.93581
16.5,2.0800830000000002e-13,25.0,30,5,-87598.64415,143995.93581
17.0,1.962034e-13,25.0,30,5,-87598.64415,143995.93581
17.5,1.8256680000000002e-13,25.0,30,5,-87598.64415,143995.93581
18.0,2.295824e-13,25.0,30,5,-87598.64415,143995.93581
18.5,2.299894e-13,25.0,30,5,-87598.64415,143995.93581
19.0,2.344671e-13,25.0,30,5,-87598.64415,143995.93581
19.5,2.3365300000000003e-13,25.0,30,5,-87598.64415,143995.93581
20.0,1.776821e-13,25.0,30,5,-87598.64415,143995.93581
20.5,2.9308390000000003e-13,25.0,30,5,-87598.64415,143995.93581
21.0,2.566518e-13,25.0,30,5,-87598.64415,143995.93581
21.5,3.2442750000000003e-13,25.0,30,5,-87598.64415,143995.93581
