Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,23,0,0.0,109196.89209
0.5,1.0990649999999996e-14,25.0,23,0,0.0,109196.89209
1.0,2.3406e-14,25.0,23,0,0.0,109196.89209
1.5,2.6866039999999997e-14,25.0,23,0,0.0,109196.89209
2.0,2.7069569999999994e-14,25.0,23,0,0.0,109196.89209
2.5,4.477679999999998e-15,25.0,23,0,0.0,109196.89209
3.0,4.538728999999999e-14,25.0,23,0,0.0,109196.89209
3.5,2.7476609999999992e-14,25.0,23,0,0.0,109196.89209
4.0,5.922736e-14,25.0,23,0,0.0,109196.89209
4.5,6.411212e-14,25.0,23,0,0.0,109196.89209
5.0,6.574035999999999e-14,25.0,23,0,0.0,109196.89209
5.5,1.3371943999999998e-13,25.0,23,0,0.0,109196.89209
6.0,8.283694e-14,25.0,23,0,0.0,109196.89209
6.5,5.820972e-14,25.0,23,0,0.0,109196.89209
7.0,1.2863134e-13,25.0,23,0,0.0,109196.89209
7.5,5.719204999999999e-14,25.0,23,0,0.0,109196.89209
8.0,1.1214524e-13,25.0,23,0,0.0,109196.89209
8.5,9.810174e-14,25.0,23,0,0.0,109196.89209
9.0,1.3168424e-13,25.0,23,0,0.0,109196.89209
9.5,1.6302794e-13,25.0,23,0,0.0,109196.89209
10.0,1.3392304e-13,25.0,23,0,0.0,109196.89209
10.5,9.321694e-14,25.0,23,0,0.0,109196.89209
11.0,2.0312344e-13,25.0,23,0,0.0,109196.89209
11.5,1.1397704e-13,25.0,23,0,0.0,109196.89209
12.0,1.4613484e-13,25.0,23,0,0.0,109196.89209
12.5,1.6241724e-13,25.0,23,0,0.0,109196.89209
13.0,1.6160323999999999e-13,25.0,23,0,0.0,109196.89209
13.5,1.8215984e-13,25.0,23,0,0.0,109196.89209
14.0,1.9477874e-13,25.0,23,0,0.0,109196.89209
14.5,1.8643394e-13,25.0,23,0,0.0,109196.89209
15.0,1.8521264e-13,25.0,23,0,0.0,109196.89209
15.5,2.2612244e-13,25.0,23,0,0.0,109196.89209
16.0,2.4138714000000003e-13,25.0,23,0,0.0,109196.89209
16.5,1.9416804e-13,25.0,23,0,0.0,109196.89209
17.0,2.5054604000000003e-13,25.0,23,0,0.0,109196.89209
17.5,2.2958233999999997e-13,25.0,23,0,0.0,109196.89209
18.0,2.5787314e-13,25.0,23,0,0.0,109196.89209
18.5,2.9776504000000004e-13,25.0,23,0,0.0,109196.89209
19.0,2.7476604e-13,25.0,23,0,0.0,109196.89209
19.5,3.1913584000000003e-13,25.0,23,0,0.0,109196.89209
20.0,3.4925834000000004e-13,25.0,23,0,0.0,109196.89209
20.5,3.9383144e-13,25.0,23,0,0.0,109196.89209
21.0,3.3277233999999996e-13,25.0,23,0,0.0,109196.89209
21.5,3.5923124e-13,25.0,23,0,0.0,109196.89209
22.0,3.6940794e-13,25.0,23,0,0.0,109196.89209
22.5,4.4491744000000004e-13,25.0,23,0,0.0,109196.89209
23.0,4.5855414e-13,25.0,23,0,0.0,109196.89209
23.5,4.7605774e-13,25.0,23,0,0.0,109196.89209
24.0,4.8765914e-13,25.0,23,0,0.0,109196.89209
24.5,5.2266614e-13,25.0,23,0,0.0,109196.89209
25.0,5.9329144e-13,25.0,23,0,0.0,109196.89209
25.5,5.6947834e-13,25.0,23,0,0.0,109196.89209
26.0,5.7110654e-13,25.0,23,0,0.0,109196.89209
26.5,6.2076804e-13,25.0,23,0,0.0,109196.89209
27.0,6.5923534e-13,25.0,23,0,0.0,109196.89209
27.5,6.9729534e-13,25.0,23,0,0.0,109196.89209
28.0,7.3922264e-13,25.0,23,0,0.0,109196.89209
28.5,8.183963400000001e-13,25.0,23,0,0.0,109196.89209
29.0,8.4465154e-13,25.0,23,0,0.0,109196.89209
29.5,8.7864094e-13,25.0,23,0,0.0,109196.89209
30.0,9.0550734e-13,25.0,23,0,0.0,109196.89209
30.5,1.04838584e-12,25.0,23,0,0.0,109196.89209
31.0,1.04146584e-12,25.0,23,0,0.0,109196.89209
