Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,2,4,-19199.6987,1200.0
0.5,8.019105e-14,25.0,2,4,-19199.6987,1200.0
1.0,7.042159000000001e-14,25.0,2,4,-19199.6987,1200.0
1.5,5.4953289999999996e-14,25.0,2,4,-19199.6987,1200.0
2.0,1.1682664999999998e-13,25.0,2,4,-19199.6987,1200.0
2.5,1.1418065e-13,25.0,2,4,-19199.6987,1200.0
3.0,1.5142674999999998e-13,25.0,2,4,-19199.6987,1200.0
3.5,1.9620355e-13,25.0,2,4,-19199.6987,1200.0
4.0,1.6811634999999998e-13,25.0,2,4,-19199.6987,1200.0
4.5,2.0780484999999998e-13,25.0,2,4,-19199.6987,1200.0
5.0,2.2429085e-13,25.0,2,4,-19199.6987,1200.0
5.5,2.2368014999999997e-13,25.0,2,4,-19199.6987,1200.0
6.0,2.1207894999999997e-13,25.0,2,4,-19199.6987,1200.0
6.5,1.7707165e-13,25.0,2,4,-19199.6987,1200.0
7.0,2.8819945e-13,25.0,2,4,-19199.6987,1200.0
7.5,1.9457525e-13,25.0,2,4,-19199.6987,1200.0
8.0,2.6560745e-13,25.0,2,4,-19199.6987,1200.0
8.5,2.4057315e-13,25.0,2,4,-19199.6987,1200.0
9.0,2.4871435e-13,25.0,2,4,-19199.6987,1200.0
9.5,2.0556595e-13,25.0,2,4,-19199.6987,1200.0
10.0,2.3650255e-13,25.0,2,4,-19199.6987,1200.0
10.5,2.7985455e-13,25.0,2,4,-19199.6987,1200.0
11.0,2.8453585e-13,25.0,2,4,-19199.6987,1200.0
11.5,2.6682865e-13,25.0,2,4,-19199.6987,1200.0
12.0,2.8290765e-13,25.0,2,4,-19199.6987,1200.0
12.5,2.7517345e-13,25.0,2,4,-19199.6987,1200.0
13.0,2.9552655000000003e-13,25.0,2,4,-19199.6987,1200.0
13.5,2.9349125e-13,25.0,2,4,-19199.6987,1200.0
14.0,2.7619115e-13,25.0,2,4,-19199.6987,1200.0
14.5,3.1526895000000003e-13,25.0,2,4,-19199.6987,1200.0
15.0,3.6289495e-13,25.0,2,4,-19199.6987,1200.0
15.5,4.0950365e-13,25.0,2,4,-19199.6987,1200.0
16.0,3.9668115000000004e-13,25.0,2,4,-19199.6987,1200.0
16.5,3.8365535e-13,25.0,2,4,-19199.6987,1200.0
17.0,4.2476845000000003e-13,25.0,2,4,-19199.6987,1200.0
17.5,4.0095535000000003e-13,25.0,2,4,-19199.6987,1200.0
18.0,3.4478095e-13,25.0,2,4,-19199.6987,1200.0
18.5,4.6689925e-13,25.0,2,4,-19199.6987,1200.0
19.0,4.2008705e-13,25.0,2,4,-19199.6987,1200.0
19.5,4.7381935e-13,25.0,2,4,-19199.6987,1200.0
20.0,4.9213715e-13,25.0,2,4,-19199.6987,1200.0
20.5,4.6588175e-13,25.0,2,4,-19199.6987,1200.0
21.0,4.9356195e-13,25.0,2,4,-19199.6987,1200.0
21.5,5.1656075e-13,25.0,2,4,-19199.6987,1200.0
22.0,5.8596485e-13,25.0,2,4,-19199.6987,1200.0
22.5,5.7395645e-13,25.0,2,4,-19199.6987,1200.0
23.0,6.3074165e-13,25.0,2,4,-19199.6987,1200.0
23.5,6.215824500000001e-13,25.0,2,4,-19199.6987,1200.0
24.0,6.301310500000001e-13,25.0,2,4,-19199.6987,1200.0
24.5,7.0726905e-13,25.0,2,4,-19199.6987,1200.0
25.0,7.1622445e-13,25.0,2,4,-19199.6987,1200.0
25.5,7.7504485e-13,25.0,2,4,-19199.6987,1200.0
26.0,8.1025545e-13,25.0,2,4,-19199.6987,1200.0
26.5,8.4689105e-13,25.0,2,4,-19199.6987,1200.0
27.0,9.2423285e-13,25.0,2,4,-19199.6987,1200.0
