Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,11,1,8399.84935,58796.19105
0.5,1.0705704e-13,25.0,11,1,8399.84935,58796.19105
1.0,1.4308193999999999e-13,25.0,11,1,8399.84935,58796.19105
1.5,9.342043999999999e-14,25.0,11,1,8399.84935,58796.19105
2.0,1.7035504e-13,25.0,11,1,8399.84935,58796.19105
2.5,1.2802064e-13,25.0,11,1,8399.84935,58796.19105
3.0,1.6139964e-13,25.0,11,1,8399.84935,58796.19105
3.5,1.9823864e-13,25.0,11,1,8399.84935,58796.19105
4.0,1.7015144e-13,25.0,11,1,8399.84935,58796.19105
4.5,1.6384194e-13,25.0,11,1,8399.84935,58796.19105
5.0,2.0597274e-13,25.0,11,1,8399.84935,58796.19105
5.5,1.7503624e-13,25.0,11,1,8399.84935,58796.19105
6.0,2.1981284e-13,25.0,11,1,8399.84935,58796.19105
6.5,1.9823874e-13,25.0,11,1,8399.84935,58796.19105
7.0,2.5665194e-13,25.0,11,1,8399.84935,58796.19105
7.5,2.7985434e-13,25.0,11,1,8399.84935,58796.19105
8.0,2.0760103999999998e-13,25.0,11,1,8399.84935,58796.19105
8.5,2.0495524e-13,25.0,11,1,8399.84935,58796.19105
9.0,2.0760114e-13,25.0,11,1,8399.84935,58796.19105
9.5,2.4586484e-13,25.0,11,1,8399.84935,58796.19105
10.0,2.8982734e-13,25.0,11,1,8399.84935,58796.19105
10.5,2.0597284e-13,25.0,11,1,8399.84935,58796.19105
11.0,1.9640683999999998e-13,25.0,11,1,8399.84935,58796.19105
11.5,2.0312343999999998e-13,25.0,11,1,8399.84935,58796.19105
12.0,2.4952824e-13,25.0,11,1,8399.84935,58796.19105
12.5,2.2083054e-13,25.0,11,1,8399.84935,58796.19105
13.0,2.6621774e-13,25.0,11,1,8399.84935,58796.19105
13.5,2.9043794e-13,25.0,11,1,8399.84935,58796.19105
14.0,2.8433204e-13,25.0,11,1,8399.84935,58796.19105
14.5,2.8575674e-13,25.0,11,1,8399.84935,58796.19105
15.0,2.9796854e-13,25.0,11,1,8399.84935,58796.19105
15.5,3.1608284e-13,25.0,11,1,8399.84935,58796.19105
16.0,3.0855203999999997e-13,25.0,11,1,8399.84935,58796.19105
16.5,3.3216164e-13,25.0,11,1,8399.84935,58796.19105
17.0,3.2137454e-13,25.0,11,1,8399.84935,58796.19105
17.5,3.1974624e-13,25.0,11,1,8399.84935,58796.19105
18.0,3.1913574e-13,25.0,11,1,8399.84935,58796.19105
18.5,3.8202664e-13,25.0,11,1,8399.84935,58796.19105
19.0,3.4091354e-13,25.0,11,1,8399.84935,58796.19105
19.5,3.6594784e-13,25.0,11,1,8399.84935,58796.19105
20.0,3.7246064e-13,25.0,11,1,8399.84935,58796.19105
20.5,4.0441473999999997e-13,25.0,11,1,8399.84935,58796.19105
21.0,4.3718344e-13,25.0,11,1,8399.84935,58796.19105
21.5,4.2069734e-13,25.0,11,1,8399.84935,58796.19105
22.0,4.6364234e-13,25.0,11,1,8399.84935,58796.19105
22.5,5.1025074e-13,25.0,11,1,8399.84935,58796.19105
23.0,4.5326234e-13,25.0,11,1,8399.84935,58796.19105
23.5,5.163568399999999e-13,25.0,11,1,8399.84935,58796.19105
24.0,5.3284264e-13,25.0,11,1,8399.84935,58796.19105
24.5,5.8576074e-13,25.0,11,1,8399.84935,58796.19105
25.0,6.2341364e-13,25.0,11,1,8399.84935,58796.19105
25.5,5.9573354e-13,25.0,11,1,8399.84935,58796.19105
26.0,6.069277399999999e-13,25.0,11,1,8399.84935,58796.19105
26.5,6.9200324e-13,25.0,11,1,8399.84935,58796.19105
27.0,6.3481144e-13,25.0,11,1,8399.84935,58796.19105
27.5,7.6181444e-13,25.0,11,1,8399.84935,58796.19105
28.0,8.1432534e-13,25.0,11,1,8399.84935,58796.19105
28.5,8.3325334e-13,25.0,11,1,8399.84935,58796.19105
29.0,8.5401384e-13,25.0,11,1,8399.84935,58796.19105
29.5,8.8942784e-13,25.0,11,1,8399.84935,58796.19105
30.0,9.7837054e-13,25.0,11,1,8399.84935,58796.19105
30.5,9.9485654e-13,25.0,11,1,8399.84935,58796.19105
31.0,1.04390754e-12,25.0,11,1,8399.84935,58796.19105
31.5,1.07891454e-12,25.0,11,1,8399.84935,58796.19105
32.0,1.20652854e-12,25.0,11,1,8399.84935,58796.19105
32.5,1.25964954e-12,25.0,11,1,8399.84935,58796.19105
33.0,1.26718054e-12,25.0,11,1,8399.84935,58796.19105
33.5,1.3693525400000002e-12,25.0,11,1,8399.84935,58796.19105
34.0,1.51182454e-12,25.0,11,1,8399.84935,58796.19105
34.5,1.56067154e-12,25.0,11,1,8399.84935,58796.19105
35.0,1.6980545400000001e-12,25.0,11,1,8399.84935,58796.19105
35.5,1.79697054e-12,25.0,11,1,8399.84935,58796.19105
36.0,1.95796354e-12,25.0,11,1,8399.84935,58796.19105
36.5,2.11814054e-12,25.0,11,1,8399.84935,58796.19105
37.0,2.2315075399999998e-12,25.0,11,1,8399.84935,58796.19105
37.5,2.44663954e-12,25.0,11,1,8399.84935,58796.19105
38.0,2.67703654e-12,25.0,11,1,8399.84935,58796.19105
38.5,3.03952354e-12,25.0,11,1,8399.84935,58796.19105
39.0,3.21232054e-12,25.0,11,1,8399.84935,58796.19105
39.5,3.61164654e-12,25.0,11,1,8399.84935,58796.19105
40.0,3.99550654e-12,25.0,11,1,8399.84935,58796.19105
40.5,4.49618954e-12,25.0,11,1,8399.84935,58796.19105
41.0,5.08235754e-12,25.0,11,1,8399.84935,58796.19105
41.5,5.87775554e-12,25.0,11,1,8399.84935,58796.19105
42.0,6.84574654e-12,25.0,11,1,8399.84935,58796.19105
42.5,8.310146540000001e-12,25.0,11,1,8399.84935,58796.19105
43.0,1.036397054e-11,25.0,11,1,8399.84935,58796.19105
43.5,1.360865054e-11,25.0,11,1,8399.84935,58796.19105
44.0,1.929183054e-11,25.0,11,1,8399.84935,58796.19105
44.5,3.475526054e-11,25.0,11,1,8399.84935,58796.19105
45.0,1.3892917054e-10,25.0,11,1,8399.84935,58796.19105
45.5,3.59694677054e-09,25.0,11,1,8399.84935,58796.19105
46.0,7.1531298677054e-07,25.0,11,1,8399.84935,58796.19105
46.5,8.08233598677054e-06,25.0,11,1,8399.84935,58796.19105
47.0,2.0303619986770543e-05,25.0,11,1,8399.84935,58796.19105
47.5,5.321627998677054e-05,25.0,11,1,8399.84935,58796.19105
48.0,8.584010998677054e-05,25.0,11,1,8399.84935,58796.19105
48.5,0.00011226089998677053,25.0,11,1,8399.84935,58796.19105
49.0,0.00013933609998677054,25.0,11,1,8399.84935,58796.19105
49.5,0.00016626819998677054,25.0,11,1,8399.84935,58796.19105
