Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,15,2,-11999.84935,75595.71291
0.5,4.233433e-14,25.0,15,2,-11999.84935,75595.71291
1.0,1.1031354999999999e-13,25.0,15,2,-11999.84935,75595.71291
1.5,6.207685e-14,25.0,15,2,-11999.84935,75595.71291
2.0,7.408505000000001e-14,25.0,15,2,-11999.84935,75595.71291
2.5,1.3595845e-13,25.0,15,2,-11999.84935,75595.71291
3.0,9.667695e-14,25.0,15,2,-11999.84935,75595.71291
3.5,1.2517125e-13,25.0,15,2,-11999.84935,75595.71291
4.0,1.2659595e-13,25.0,15,2,-11999.84935,75595.71291
4.5,8.548275e-14,25.0,15,2,-11999.84935,75595.71291
5.0,1.5773605e-13,25.0,15,2,-11999.84935,75595.71291
5.5,1.3453365e-13,25.0,15,2,-11999.84935,75595.71291
6.0,1.4002905e-13,25.0,15,2,-11999.84935,75595.71291
6.5,1.6445265e-13,25.0,15,2,-11999.84935,75595.71291
7.0,1.5407255e-13,25.0,15,2,-11999.84935,75595.71291
7.5,1.7890325e-13,25.0,15,2,-11999.84935,75595.71291
8.0,1.3514425e-13,25.0,15,2,-11999.84935,75595.71291
8.5,1.8623044999999999e-13,25.0,15,2,-11999.84935,75595.71291
9.0,2.0332694999999998e-13,25.0,15,2,-11999.84935,75595.71291
9.5,1.9640695e-13,25.0,15,2,-11999.84935,75595.71291
10.0,2.2978594999999996e-13,25.0,15,2,-11999.84935,75595.71291
10.5,1.9966344999999998e-13,25.0,15,2,-11999.84935,75595.71291
11.0,2.5380245e-13,25.0,15,2,-11999.84935,75595.71291
11.5,2.1452115e-13,25.0,15,2,-11999.84935,75595.71291
12.0,2.1676004999999998e-13,25.0,15,2,-11999.84935,75595.71291
12.5,2.3650235e-13,25.0,15,2,-11999.84935,75595.71291
13.0,2.3446715e-13,25.0,15,2,-11999.84935,75595.71291
13.5,2.2042344999999998e-13,25.0,15,2,-11999.84935,75595.71291
14.0,2.2306934999999998e-13,25.0,15,2,-11999.84935,75595.71291
14.5,2.8758854999999996e-13,25.0,15,2,-11999.84935,75595.71291
15.0,2.5197064999999996e-13,25.0,15,2,-11999.84935,75595.71291
15.5,2.7496965e-13,25.0,15,2,-11999.84935,75595.71291
16.0,2.7232375000000004e-13,25.0,15,2,-11999.84935,75595.71291
16.5,3.1730405e-13,25.0,15,2,-11999.84935,75595.71291
17.0,3.6045245000000005e-13,25.0,15,2,-11999.84935,75595.71291
17.5,3.1323345000000004e-13,25.0,15,2,-11999.84935,75595.71291
18.0,2.8412845000000004e-13,25.0,15,2,-11999.84935,75595.71291
18.5,2.8534975000000005e-13,25.0,15,2,-11999.84935,75595.71291
19.0,3.5719584999999996e-13,25.0,15,2,-11999.84935,75595.71291
19.5,3.7388555e-13,25.0,15,2,-11999.84935,75595.71291
20.0,3.7388545000000003e-13,25.0,15,2,-11999.84935,75595.71291
20.5,3.7592075e-13,25.0,15,2,-11999.84935,75595.71291
21.0,4.5346585e-13,25.0,15,2,-11999.84935,75595.71291
21.5,4.6466005e-13,25.0,15,2,-11999.84935,75595.71291
22.0,4.6649195e-13,25.0,15,2,-11999.84935,75595.71291
22.5,4.7911045e-13,25.0,15,2,-11999.84935,75595.71291
23.0,4.7463315e-13,25.0,15,2,-11999.84935,75595.71291
23.5,5.108614499999999e-13,25.0,15,2,-11999.84935,75595.71291
24.0,5.8168995e-13,25.0,15,2,-11999.84935,75595.71291
