Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,15,4,-9599.84935,76797.84837
0.5,9.403109e-14,25.0,15,4,-9599.84935,76797.84837
1.0,1.1031348999999999e-13,25.0,15,4,-9599.84935,76797.84837
1.5,1.3025949e-13,25.0,15,4,-9599.84935,76797.84837
2.0,1.6770919e-13,25.0,15,4,-9599.84935,76797.84837
2.5,1.2802068999999998e-13,25.0,15,4,-9599.84935,76797.84837
3.0,1.4552429e-13,25.0,15,4,-9599.84935,76797.84837
3.5,1.8256678999999998e-13,25.0,15,4,-9599.84935,76797.84837
4.0,1.9538919e-13,25.0,15,4,-9599.84935,76797.84837
4.5,1.6221378999999998e-13,25.0,15,4,-9599.84935,76797.84837
5.0,2.1187529e-13,25.0,15,4,-9599.84935,76797.84837
5.5,1.9722099e-13,25.0,15,4,-9599.84935,76797.84837
6.0,1.9457509e-13,25.0,15,4,-9599.84935,76797.84837
6.5,2.1838809e-13,25.0,15,4,-9599.84935,76797.84837
7.0,1.8093859e-13,25.0,15,4,-9599.84935,76797.84837
7.5,2.0027399e-13,25.0,15,4,-9599.84935,76797.84837
8.0,2.4403299e-13,25.0,15,4,-9599.84935,76797.84837
8.5,1.9274339e-13,25.0,15,4,-9599.84935,76797.84837
9.0,2.1798109e-13,25.0,15,4,-9599.84935,76797.84837
9.5,2.4769659e-13,25.0,15,4,-9599.84935,76797.84837
10.0,1.8806209e-13,25.0,15,4,-9599.84935,76797.84837
10.5,2.5766959000000004e-13,25.0,15,4,-9599.84935,76797.84837
11.0,2.5461659e-13,25.0,15,4,-9599.84935,76797.84837
11.5,2.9003089e-13,25.0,15,4,-9599.84935,76797.84837
12.0,3.0895929000000004e-13,25.0,15,4,-9599.84935,76797.84837
12.5,2.5543079e-13,25.0,15,4,-9599.84935,76797.84837
13.0,2.7802259e-13,25.0,15,4,-9599.84935,76797.84837
13.5,2.9735799000000003e-13,25.0,15,4,-9599.84935,76797.84837
14.0,2.9776509e-13,25.0,15,4,-9599.84935,76797.84837
14.5,3.1954289000000004e-13,25.0,15,4,-9599.84935,76797.84837
15.0,3.1486159e-13,25.0,15,4,-9599.84935,76797.84837
15.5,1.9966338999999999e-13,25.0,15,4,-9599.84935,76797.84837
16.0,3.5170059e-13,25.0,15,4,-9599.84935,76797.84837
16.5,3.6900069e-13,25.0,15,4,-9599.84935,76797.84837
17.0,3.5475359e-13,25.0,15,4,-9599.84935,76797.84837
17.5,3.5943489000000003e-13,25.0,15,4,-9599.84935,76797.84837
18.0,3.9179599000000003e-13,25.0,15,4,-9599.84935,76797.84837
18.5,4.0258319000000003e-13,25.0,15,4,-9599.84935,76797.84837
19.0,4.2883859000000003e-13,25.0,15,4,-9599.84935,76797.84837
19.5,4.3820089e-13,25.0,15,4,-9599.84935,76797.84837
20.0,4.2375039000000003e-13,25.0,15,4,-9599.84935,76797.84837
20.5,4.4145759e-13,25.0,15,4,-9599.84935,76797.84837
21.0,4.4674939e-13,25.0,15,4,-9599.84935,76797.84837
21.5,5.0170259e-13,25.0,15,4,-9599.84935,76797.84837
22.0,5.1635679e-13,25.0,15,4,-9599.84935,76797.84837
22.5,5.2388759e-13,25.0,15,4,-9599.84935,76797.84837
23.0,5.2470149e-13,25.0,15,4,-9599.84935,76797.84837
23.5,6.2239619e-13,25.0,15,4,-9599.84935,76797.84837
24.0,6.6961519e-13,25.0,15,4,-9599.84935,76797.84837
24.5,6.1690079e-13,25.0,15,4,-9599.84935,76797.84837
25.0,6.4173149e-13,25.0,15,4,-9599.84935,76797.84837
25.5,6.9322499e-13,25.0,15,4,-9599.84935,76797.84837
26.0,7.7565449e-13,25.0,15,4,-9599.84935,76797.84837
26.5,8.220594900000001e-13,25.0,15,4,-9599.84935,76797.84837
27.0,8.5523489e-13,25.0,15,4,-9599.84935,76797.84837
27.5,8.2144889e-13,25.0,15,4,-9599.84935,76797.84837
28.0,9.1792249e-13,25.0,15,4,-9599.84935,76797.84837
28.5,9.4132869e-13,25.0,15,4,-9599.84935,76797.84837
29.0,1.02436929e-12,25.0,15,4,-9599.84935,76797.84837
29.5,1.11921429e-12,25.0,15,4,-9599.84935,76797.84837
30.0,1.10618829e-12,25.0,15,4,-9599.84935,76797.84837
30.5,1.2038832900000001e-12,25.0,15,4,-9599.84935,76797.84837
31.0,1.2254562900000001e-12,25.0,15,4,-9599.84935,76797.84837
31.5,1.3388242900000001e-12,25.0,15,4,-9599.84935,76797.84837
32.0,1.43244729e-12,25.0,15,4,-9599.84935,76797.84837
32.5,1.4973732900000001e-12,25.0,15,4,-9599.84935,76797.84837
33.0,1.59506729e-12,25.0,15,4,-9599.84935,76797.84837
33.5,1.70782429e-12,25.0,15,4,-9599.84935,76797.84837
34.0,1.8582332899999996e-12,25.0,15,4,-9599.84935,76797.84837
34.5,1.91847829e-12,25.0,15,4,-9599.84935,76797.84837
35.0,2.1020622899999997e-12,25.0,15,4,-9599.84935,76797.84837
35.5,2.2528782899999997e-12,25.0,15,4,-9599.84935,76797.84837
36.0,2.48103629e-12,25.0,15,4,-9599.84935,76797.84837
36.5,2.71021129e-12,25.0,15,4,-9599.84935,76797.84837
37.0,2.9912862899999997e-12,25.0,15,4,-9599.84935,76797.84837
37.5,3.2613732899999997e-12,25.0,15,4,-9599.84935,76797.84837
38.0,3.53959729e-12,25.0,15,4,-9599.84935,76797.84837
38.5,3.92630629e-12,25.0,15,4,-9599.84935,76797.84837
39.0,4.38078929e-12,25.0,15,4,-9599.84935,76797.84837
39.5,4.96736329e-12,25.0,15,4,-9599.84935,76797.84837
40.0,5.61438829e-12,25.0,15,4,-9599.84935,76797.84837
40.5,6.50300229e-12,25.0,15,4,-9599.84935,76797.84837
41.0,7.73293729e-12,25.0,15,4,-9599.84935,76797.84837
41.5,9.17596629e-12,25.0,15,4,-9599.84935,76797.84837
42.0,1.143393529e-11,25.0,15,4,-9599.84935,76797.84837
42.5,1.4860575289999997e-11,25.0,15,4,-9599.84935,76797.84837
43.0,2.1369885289999998e-11,25.0,15,4,-9599.84935,76797.84837
43.5,3.667761529e-11,25.0,15,4,-9599.84935,76797.84837
44.0,1.1508547528999999e-10,25.0,15,4,-9599.84935,76797.84837
44.5,1.6388405752899999e-09,25.0,15,4,-9599.84935,76797.84837
45.0,6.273214985752899e-07,25.0,15,4,-9599.84935,76797.84837
45.5,6.45151599857529e-06,25.0,15,4,-9599.84935,76797.84837
46.0,2.4638839998575292e-05,25.0,15,4,-9599.84935,76797.84837
46.5,5.571731999857529e-05,25.0,15,4,-9599.84935,76797.84837
47.0,8.824009999857529e-05,25.0,15,4,-9599.84935,76797.84837
47.5,0.0001157541999985753,25.0,15,4,-9599.84935,76797.84837
48.0,0.00014393289999857528,25.0,15,4,-9599.84935,76797.84837
48.5,0.00017206599999857527,25.0,15,4,-9599.84935,76797.84837
49.0,0.0002017892999985753,25.0,15,4,-9599.84935,76797.84837
49.5,0.00022980859999857528,25.0,15,4,-9599.84935,76797.84837
50.0,0.0002605990999985753,25.0,15,4,-9599.84935,76797.84837
