Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,15,0,-9599.84935,75597.84837
0.5,3.1750749999999995e-14,25.0,15,0,-9599.84935,75597.84837
1.0,9.464168999999999e-14,25.0,15,0,-9599.84935,75597.84837
1.5,-8.141500000000024e-16,25.0,15,0,-9599.84935,75597.84837
2.0,5.1493199999999995e-14,25.0,15,0,-9599.84935,75597.84837
2.5,1.0726059000000001e-13,25.0,15,0,-9599.84935,75597.84837
3.0,6.960739000000001e-14,25.0,15,0,-9599.84935,75597.84837
3.5,6.879328999999999e-14,25.0,15,0,-9599.84935,75597.84837
4.0,1.1295949e-13,25.0,15,0,-9599.84935,75597.84837
4.5,1.1458769000000002e-13,25.0,15,0,-9599.84935,75597.84837
5.0,1.0542879e-13,25.0,15,0,-9599.84935,75597.84837
5.5,1.0359699e-13,25.0,15,0,-9599.84935,75597.84837
6.0,1.1621589e-13,25.0,15,0,-9599.84935,75597.84837
6.5,1.6791259e-13,25.0,15,0,-9599.84935,75597.84837
7.0,8.344749000000001e-14,25.0,15,0,-9599.84935,75597.84837
7.5,1.3005598999999998e-13,25.0,15,0,-9599.84935,75597.84837
8.0,1.6913379e-13,25.0,15,0,-9599.84935,75597.84837
8.5,1.9274339e-13,25.0,15,0,-9599.84935,75597.84837
9.0,1.4247139e-13,25.0,15,0,-9599.84935,75597.84837
9.5,1.8948678999999997e-13,25.0,15,0,-9599.84935,75597.84837
10.0,1.7666449000000001e-13,25.0,15,0,-9599.84935,75597.84837
10.5,2.3955539e-13,25.0,15,0,-9599.84935,75597.84837
11.0,1.8948688999999998e-13,25.0,15,0,-9599.84935,75597.84837
11.5,2.0373398999999998e-13,25.0,15,0,-9599.84935,75597.84837
12.0,2.4057299e-13,25.0,15,0,-9599.84935,75597.84837
12.5,2.0108808999999998e-13,25.0,15,0,-9599.84935,75597.84837
13.0,2.1737048999999996e-13,25.0,15,0,-9599.84935,75597.84837
13.5,2.0414098999999996e-13,25.0,15,0,-9599.84935,75597.84837
14.0,2.4281189e-13,25.0,15,0,-9599.84935,75597.84837
14.5,2.3650229e-13,25.0,15,0,-9599.84935,75597.84837
15.0,2.3446708999999997e-13,25.0,15,0,-9599.84935,75597.84837
15.5,1.8643389e-13,25.0,15,0,-9599.84935,75597.84837
16.0,2.8087209e-13,25.0,15,0,-9599.84935,75597.84837
16.5,2.6011189e-13,25.0,15,0,-9599.84935,75597.84837
17.0,2.9471209e-13,25.0,15,0,-9599.84935,75597.84837
17.5,3.0692398999999997e-13,25.0,15,0,-9599.84935,75597.84837
18.0,3.1119809e-13,25.0,15,0,-9599.84935,75597.84837
18.5,2.9776508999999997e-13,25.0,15,0,-9599.84935,75597.84837
19.0,3.5556768999999997e-13,25.0,15,0,-9599.84935,75597.84837
19.5,3.2625929e-13,25.0,15,0,-9599.84935,75597.84837
