Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,15,1,-10799.84935,75595.71291
0.5,-6.757214999999999e-14,25.0,15,1,-10799.84935,75595.71291
1.0,-4.0719999999999447e-16,25.0,15,1,-10799.84935,75595.71291
1.5,-4.274199999999992e-15,25.0,15,1,-10799.84935,75595.71291
2.0,-3.337909999999999e-14,25.0,15,1,-10799.84935,75595.71291
2.5,1.2618800000000015e-14,25.0,15,1,-10799.84935,75595.71291
3.0,6.757210000000001e-14,25.0,15,1,-10799.84935,75595.71291
3.5,4.1520200000000023e-14,25.0,15,1,-10799.84935,75595.71291
4.0,2.8290700000000024e-14,25.0,15,1,-10799.84935,75595.71291
4.5,7.367790000000002e-14,25.0,15,1,-10799.84935,75595.71291
5.0,5.7599e-14,25.0,15,1,-10799.84935,75595.71291
5.5,4.5997800000000023e-14,25.0,15,1,-10799.84935,75595.71291
6.0,6.390850000000002e-14,25.0,15,1,-10799.84935,75595.71291
6.5,5.373200000000001e-14,25.0,15,1,-10799.84935,75595.71291
7.0,5.2103700000000016e-14,25.0,15,1,-10799.84935,75595.71291
7.5,3.15472e-14,25.0,15,1,-10799.84935,75595.71291
8.0,5.820970000000001e-14,25.0,15,1,-10799.84935,75595.71291
8.5,9.850870000000001e-14,25.0,15,1,-10799.84935,75595.71291
9.0,7.815570000000001e-14,25.0,15,1,-10799.84935,75595.71291
9.5,9.789810000000003e-14,25.0,15,1,-10799.84935,75595.71291
10.0,4.640500000000002e-14,25.0,15,1,-10799.84935,75595.71291
10.5,7.245680000000002e-14,25.0,15,1,-10799.84935,75595.71291
11.0,1.143841e-13,25.0,15,1,-10799.84935,75595.71291
11.5,1.4247120000000003e-13,25.0,15,1,-10799.84935,75595.71291
12.0,9.07745e-14,25.0,15,1,-10799.84935,75595.71291
12.5,1.394183e-13,25.0,15,1,-10799.84935,75595.71291
13.0,1.215077e-13,25.0,15,1,-10799.84935,75595.71291
13.5,1.170299e-13,25.0,15,1,-10799.84935,75595.71291
14.0,1.4674540000000003e-13,25.0,15,1,-10799.84935,75595.71291
14.5,1.288347e-13,25.0,15,1,-10799.84935,75595.71291
15.0,1.9701740000000002e-13,25.0,15,1,-10799.84935,75595.71291
15.5,1.73815e-13,25.0,15,1,-10799.84935,75595.71291
16.0,1.7300080000000003e-13,25.0,15,1,-10799.84935,75595.71291
16.5,1.9009740000000003e-13,25.0,15,1,-10799.84935,75595.71291
17.0,1.524442e-13,25.0,15,1,-10799.84935,75595.71291
17.5,1.577359e-13,25.0,15,1,-10799.84935,75595.71291
18.0,1.9803500000000002e-13,25.0,15,1,-10799.84935,75595.71291
18.5,2.446436e-13,25.0,15,1,-10799.84935,75595.71291
19.0,2.468823e-13,25.0,15,1,-10799.84935,75595.71291
19.5,2.2429050000000003e-13,25.0,15,1,-10799.84935,75595.71291
20.0,2.472893e-13,25.0,15,1,-10799.84935,75595.71291
20.5,2.918625e-13,25.0,15,1,-10799.84935,75595.71291
21.0,3.1506510000000004e-13,25.0,15,1,-10799.84935,75595.71291
21.5,2.759873e-13,25.0,15,1,-10799.84935,75595.71291
22.0,2.721202e-13,25.0,15,1,-10799.84935,75595.71291
22.5,3.364358e-13,25.0,15,1,-10799.84935,75595.71291
23.0,3.97088e-13,25.0,15,1,-10799.84935,75595.71291
23.5,3.865041e-13,25.0,15,1,-10799.84935,75595.71291
24.0,4.4674930000000004e-13,25.0,15,1,-10799.84935,75595.71291
24.5,4.699518000000001e-13,25.0,15,1,-10799.84935,75595.71291
25.0,4.71173e-13,25.0,15,1,-10799.84935,75595.71291
25.5,4.811458e-13,25.0,15,1,-10799.84935,75595.71291
26.0,5.411876000000001e-13,25.0,15,1,-10799.84935,75595.71291
26.5,5.301967e-13,25.0,15,1,-10799.84935,75595.71291
27.0,5.544170999999999e-13,25.0,15,1,-10799.84935,75595.71291
27.5,5.981759e-13,25.0,15,1,-10799.84935,75595.71291
28.0,6.390857e-13,25.0,15,1,-10799.84935,75595.71291
28.5,7.052329999999999e-13,25.0,15,1,-10799.84935,75595.71291
29.0,7.243646e-13,25.0,15,1,-10799.84935,75595.71291
29.5,7.66699e-13,25.0,15,1,-10799.84935,75595.71291
30.0,8.169712e-13,25.0,15,1,-10799.84935,75595.71291
30.5,8.263337999999999e-13,25.0,15,1,-10799.84935,75595.71291
31.0,8.790480999999999e-13,25.0,15,1,-10799.84935,75595.71291
31.5,9.622921e-13,25.0,15,1,-10799.84935,75595.71291
32.0,1.0622251e-12,25.0,15,1,-10799.84935,75595.71291
32.5,1.1566631e-12,25.0,15,1,-10799.84935,75595.71291
33.0,1.1794591e-12,25.0,15,1,-10799.84935,75595.71291
