Voltage (V),Current (A),Temperature(C),Die Position,Subdie Position,X Position,Y Position
0.0,1e-15,25.0,22,3,-51599.24675,109194.75663
0.5,-7.754512e-14,25.0,22,3,-51599.24675,109194.75663
1.0,-4.1113200000000005e-14,25.0,22,3,-51599.24675,109194.75663
1.5,-9.972993e-14,25.0,22,3,-51599.24675,109194.75663
2.0,-5.719207e-14,25.0,22,3,-51599.24675,109194.75663
2.5,-3.8060200000000006e-14,25.0,22,3,-51599.24675,109194.75663
3.0,-3.052900000000005e-15,25.0,22,3,-51599.24675,109194.75663
3.5,-4.6812e-14,25.0,22,3,-51599.24675,109194.75663
4.0,6.105899999999992e-15,25.0,22,3,-51599.24675,109194.75663
4.5,-4.5997900000000005e-14,25.0,22,3,-51599.24675,109194.75663
5.0,-2.096370000000001e-14,25.0,22,3,-51599.24675,109194.75663
5.5,-3.5210699999999996e-14,25.0,22,3,-51599.24675,109194.75663
6.0,-1.8114200000000012e-14,25.0,22,3,-51599.24675,109194.75663
6.5,-6.818271e-14,25.0,22,3,-51599.24675,109194.75663
7.0,3.073310000000001e-14,25.0,22,3,-51599.24675,109194.75663
7.5,4.477700000000007e-15,25.0,22,3,-51599.24675,109194.75663
8.0,6.777570000000001e-14,25.0,22,3,-51599.24675,109194.75663
8.5,-8.14119999999999e-15,25.0,22,3,-51599.24675,109194.75663
9.0,-1.0990600000000005e-14,25.0,22,3,-51599.24675,109194.75663
9.5,7.79522e-14,25.0,22,3,-51599.24675,109194.75663
10.0,-1.9945999999999994e-14,25.0,22,3,-51599.24675,109194.75663
10.5,2.62554e-14,25.0,22,3,-51599.24675,109194.75663
11.0,9.036750000000002e-14,25.0,22,3,-51599.24675,109194.75663
11.5,4.74226e-14,25.0,22,3,-51599.24675,109194.75663
12.0,2.9511900000000004e-14,25.0,22,3,-51599.24675,109194.75663
12.5,9.545579999999998e-14,25.0,22,3,-51599.24675,109194.75663
13.0,1.4450660000000001e-13,25.0,22,3,-51599.24675,109194.75663
13.5,4.375909999999999e-14,25.0,22,3,-51599.24675,109194.75663
14.0,8.44652e-14,25.0,22,3,-51599.24675,109194.75663
14.5,6.228039999999999e-14,25.0,22,3,-51599.24675,109194.75663
15.0,6.696150000000001e-14,25.0,22,3,-51599.24675,109194.75663
15.5,1.2171119999999998e-13,25.0,22,3,-51599.24675,109194.75663
16.0,7.06252e-14,25.0,22,3,-51599.24675,109194.75663
16.5,1.092959e-13,25.0,22,3,-51599.24675,109194.75663
17.0,1.2578189999999998e-13,25.0,22,3,-51599.24675,109194.75663
17.5,1.687268e-13,25.0,22,3,-51599.24675,109194.75663
18.0,1.518338e-13,25.0,22,3,-51599.24675,109194.75663
18.5,1.5732909999999998e-13,25.0,22,3,-51599.24675,109194.75663
19.0,1.6954090000000002e-13,25.0,22,3,-51599.24675,109194.75663
19.5,1.83381e-13,25.0,22,3,-51599.24675,109194.75663
